Name,Visitor Clicks,Total Clicks,Bounce Rate
fitforgolfusa,0,1,1.0
usps,0,3,1.0
highlasers,0,1,1.0
manicmotocross,0,1,1.0
itunes,8,63,0.873
portlandspirit,0,2,1.0
neolo,0,1,1.0
iconboat,0,1,1.0
detroitprincess,0,1,1.0
refresheverything,0,4,1.0
dnafootwear,1,5,0.8
tribalhollywood,1,2,0.5
theallnaturallife,0,2,1.0
magellans,0,1,1.0
secure,0,8,1.0
blog2print,0,2,1.0
loewshotels,1,2,0.5
pastease,0,1,1.0
personalnovel,0,1,1.0
waxingpoetic,0,1,1.0
ecasual,0,1,1.0
rockauto,17,45,0.622
cbssports,0,2,1.0
whatshebuys,0,3,1.0
cirruscasino,0,1,1.0
mycybererotica,0,1,1.0
onekingslane,0,4,1.0
microjendeals,0,1,1.0
mtishows,0,1,1.0
duwop,0,1,1.0
snswwide,0,1,1.0
poptropica,0,2,1.0
sophiasstyle,0,2,1.0
pcsurplusonline,0,2,1.0
cheapestees,0,1,1.0
jewelmint,1,9,0.889
wyahoo,0,1,1.0
cockytalk,0,1,1.0
neovacation,0,1,1.0
comcast,1,5,0.8
eyesnmore,0,1,1.0
probusnyc,0,2,1.0
newcloggens,0,1,1.0
pier1,10,25,0.6
customessaymeister,0,1,1.0
designed2bsweet,0,2,1.0
jmclaughlin,0,2,1.0
funkytownmall,0,1,1.0
susteen,0,1,1.0
jimmyjazz,3,9,0.667
bestbuygolfsupply,0,1,1.0
thunderbirdconcepts,0,1,1.0
powerpayless,0,2,1.0
tatangoseminar,0,1,1.0
dailyvita,0,1,1.0
morganandmilo,0,1,1.0
mytickles,0,1,1.0
lingeriezone,0,1,1.0
tradingsolutions,0,3,1.0
asseenontvguys,0,1,1.0
hautelook,0,26,1.0
qoop,0,1,1.0
extremesportchamp,0,1,1.0
arbys,1,3,0.667
startskydiving,0,1,1.0
hookahrepublic,0,1,1.0
mechanix,0,1,1.0
discountfurnacefilter,0,4,1.0
goodvibes,0,5,1.0
iconj,0,1,1.0
ficcare,0,1,1.0
blackartdepot,0,1,1.0
mentalfloss,0,2,1.0
oceansbridge,0,1,1.0
globalfit,1,3,0.667
naturespath,0,1,1.0
stickyjewelry,0,2,1.0
fragranceonline,0,2,1.0
modacar,0,1,1.0
india,0,2,1.0
hepsiburada,0,1,1.0
amerimark,3,9,0.667
shoesforlittlefeet,1,1,0.0
jodyspopcorn,0,1,1.0
mensuas,0,1,1.0
maczone,0,1,1.0
pinkimpulse,0,1,1.0
allergybegone,0,1,1.0
xtubedude,0,1,1.0
coffeecart,0,9,1.0
ffromthebeanpot,0,1,1.0
alohashirtshop,0,1,1.0
goalkicksoccer,0,1,1.0
vipfanstores,0,1,1.0
naturepedic,0,2,1.0
charityvillage,0,1,1.0
macys,30,407,0.926
onlinebikershop,0,1,1.0
buddhistmala,0,1,1.0
luckychild,0,1,1.0
art247,0,1,1.0
generationwonder,0,1,1.0
ymimports,0,1,1.0
boats,0,3,1.0
urbanoutfitsdiscount,1,1,0.0
jiggy,0,1,1.0
kurufootwear,0,1,1.0
hema,0,1,1.0
citychic,0,3,1.0
hammocksandhightea,0,1,1.0
americanmusical,0,3,1.0
poolplaza,0,1,1.0
freemicrohones,0,1,1.0
kidsdreamcorner,0,1,1.0
crocodilecreek,0,1,1.0
bodybugg,1,1,0.0
schlotzskys,0,1,1.0
shopkitson,0,1,1.0
broadbandgenie,0,1,1.0
halloweencity,1,3,0.667
scrapbooksupplystore,0,2,1.0
customgreekthreads,1,5,0.8
ninjamart,0,1,1.0
michaelkors,0,11,1.0
vocellipizza,0,3,1.0
ksilks,0,1,1.0
salon,0,1,1.0
specificbeauty,0,1,1.0
walgreens,35,121,0.711
vintageatgoodwood,0,3,1.0
pumpkinpatchusa,1,10,0.9
digitalbookworld,0,1,1.0
simplygoodstuff,1,1,0.0
cigaraffinity,0,1,1.0
nextdaywatches,0,5,1.0
jennibick,0,1,1.0
rockport,1,4,0.75
reallyfreegames,0,1,1.0
randymosherdesign,0,1,1.0
mommiesshadow,0,1,1.0
apofposhipping,0,1,1.0
kissmyfacewebstore,0,1,1.0
cedricpoitras,0,1,1.0
kelloggstore,0,1,1.0
highlights,1,11,0.909
uniformcorner,0,3,1.0
starpleasures,0,1,1.0
a1supplements,0,2,1.0
mybooksandmusic,0,1,1.0
martjobs,0,1,1.0
sushirocksf,0,1,1.0
fullsizedposters,0,1,1.0
windowblindoutlet,0,1,1.0
iheartafends,0,1,1.0
jucy,0,1,1.0
century21award,0,1,1.0
tridenteer,0,3,1.0
acehardware,0,9,1.0
rmcaudiodirect,0,1,1.0
fonerecharge,0,1,1.0
coffee,1,1,0.0
ndshop,0,4,1.0
bulborama,0,2,1.0
solarwinds,0,2,1.0
coolframes,0,1,1.0
limoliner,0,1,1.0
unsanity,0,1,1.0
mcconveycycles,0,1,1.0
deltaairlines,0,3,1.0
newyorksightseeing,1,3,0.667
sextoys,0,3,1.0
planetjill,0,1,1.0
burpee,0,2,1.0
cornhole,0,1,1.0
l,0,1,1.0
rapidrepair,0,1,1.0
oxygenlift,0,1,1.0
scosche,0,1,1.0
duluthtrading,1,4,0.75
wakenation,0,1,1.0
viniati,0,2,1.0
empirepatiocovers,0,2,1.0
pilotpen,0,2,1.0
crocs,17,24,0.292
prana,0,1,1.0
chynnadolls,0,2,1.0
rumbatime,0,1,1.0
bestphoenixflooring,0,1,1.0
roxy,0,5,1.0
jacklynperez,0,1,1.0
ourboathouse,0,1,1.0
tippmannparts,0,3,1.0
behandpicked,0,1,1.0
quiznos,4,14,0.714
visitdirectair,1,4,0.75
fmcshop,0,1,1.0
shoplastyle,0,2,1.0
sportsposterwarehouse,0,1,1.0
dollargenaral,0,1,1.0
nightfirepatches,0,2,1.0
frysopengolf,0,1,1.0
omglights,0,2,1.0
janecartersolution,0,1,1.0
komogvind,0,2,1.0
prometric,0,3,1.0
manjunk,0,1,1.0
lastingfragrances,0,1,1.0
vangla,0,1,1.0
kickingthewicks,0,1,1.0
diesel,0,4,1.0
marksandspencer,0,2,1.0
galoregameservers,0,1,1.0
gevali,0,1,1.0
reallez,0,1,1.0
nowdiscountshoes,0,3,1.0
worldofwarcraft,0,5,1.0
jasonsdeli,2,7,0.714
guruenergy,0,3,1.0
monro,0,2,1.0
highreachoffer,0,1,1.0
pearlspremium,0,2,1.0
thepopescologne,0,1,1.0
bostontheatrescene,0,2,1.0
lasenza,0,3,1.0
hairsister,0,2,1.0
holdfire,0,1,1.0
ohmibod,0,1,1.0
alphaindustries,0,1,1.0
mercola,0,5,1.0
animebooks,0,4,1.0
verdefurnishings,0,1,1.0
hotbuckles,0,2,1.0
piggypaint,1,5,0.8
leathermanstore,0,1,1.0
livenation,1,5,0.8
supperworks,0,1,1.0
soundcloud,1,2,0.5
jrawlyhosting,0,1,1.0
nofleasusa,0,1,1.0
naturallycurly,0,1,1.0
laurays,0,1,1.0
cellularsouth,1,2,0.5
discountmugs,0,8,1.0
theshowerfoundry,0,3,1.0
funjetvacations,0,1,1.0
kolobags,0,1,1.0
cellpower,0,2,1.0
pyramidcollection,0,7,1.0
leelush,0,1,1.0
mvh,0,1,1.0
eyespypro,1,2,0.5
motocrossandmore,0,1,1.0
oxyclean,0,3,1.0
notary4all,0,1,1.0
organize,0,2,1.0
moderno,0,1,1.0
maidenform,3,9,0.667
applecookies,0,1,1.0
shbanbanimalk,0,1,1.0
montereybayaquarium,0,3,1.0
jackcards,0,1,1.0
sqoo,0,1,1.0
babylongardenfurniture,0,1,1.0
hoodboyz,0,1,1.0
swissreplica,0,2,1.0
ouidad,1,4,0.75
vxb,0,1,1.0
boxsetstars,0,1,1.0
sabrered,0,1,1.0
lasikplus,0,1,1.0
harmonylane,0,1,1.0
thebeautybar,0,1,1.0
coastalcontacts,8,20,0.6
laventine,0,1,1.0
basicsn12stainless,0,2,1.0
sinsofasolarempire,0,2,1.0
ricketyrack,0,1,1.0
secretenhancer,0,1,1.0
thecompetitiveedge,0,4,1.0
buybackworld,0,1,1.0
lgwebdesigns,0,1,1.0
1saveonlens,0,3,1.0
gogoinflight,1,13,0.923
dslspecialoffer,0,1,1.0
inktechnologies,0,1,1.0
rubberflooringinc,0,1,1.0
trulyherbal,0,2,1.0
cltcomedyzone,0,1,1.0
johnsincrediblepizza,0,1,1.0
allpetsolutions,0,1,1.0
hollowayhouse,0,1,1.0
promsgalore,0,1,1.0
gilchristsoames,1,4,0.75
cubancrafters,1,1,0.0
jurassicclothing,0,1,1.0
howellbookhouse,0,1,1.0
bebe,3,8,0.625
desktoptopia,0,1,1.0
target,132,366,0.639
globalreplicashop,0,1,1.0
citibank,1,3,0.667
wholesalesupplementstore,0,1,1.0
speeddater,0,1,1.0
ebay,62,124,0.5
littlemonkeytoes,0,1,1.0
supplycaptain,0,1,1.0
gandlclothing,0,2,1.0
guilt,0,1,1.0
inkjetsuperstore,1,6,0.833
simplygourmand,0,2,1.0
silkskin,0,1,1.0
visionpros,0,1,1.0
fbonme,0,1,1.0
ambientweather,0,1,1.0
myimprov,0,1,1.0
wholesalehalloweencostumes,0,1,1.0
phototrektours,0,1,1.0
freemansrestaurant,0,1,1.0
foxpawsshoes,0,1,1.0
weddingstand,0,1,1.0
shopshoebiz,0,1,1.0
wideanglesoftware,0,3,1.0
gotickets,1,3,0.667
nbc,0,1,1.0
ndedic,0,1,1.0
laurelcrown,0,1,1.0
searchfusion,0,1,1.0
efloors,0,1,1.0
designertiesonline,0,1,1.0
taoofherbs,0,1,1.0
eventdecordirect,0,2,1.0
penzeys,2,6,0.667
amnh,0,1,1.0
joguejogosonline,0,1,1.0
bestsku,0,1,1.0
nametagcountry,0,1,1.0
123inkjets,2,4,0.5
ultrasabers,0,2,1.0
erosetcompagnie,0,1,1.0
slappa,1,2,0.5
mintyfresh,0,1,1.0
nunesfarms,0,1,1.0
whichwayto,0,1,1.0
directwhite,0,1,1.0
modmami,0,1,1.0
atafa,0,1,1.0
iroomdividers,0,1,1.0
iheartkayden,0,1,1.0
modmama,0,1,1.0
littlelaureate,0,1,1.0
spacecenter,0,3,1.0
karmalooop,0,1,1.0
center2online,0,1,1.0
mychloelane,0,2,1.0
magnumbers,0,1,1.0
stocksunglasses,0,1,1.0
booksamillion,2,3,0.333
buyandwalk,0,1,1.0
domeslatkidome,0,1,1.0
myvitabath,0,1,1.0
italianluxe,0,1,1.0
evolvedsolutions,0,1,1.0
musicshop,0,2,1.0
beatport,1,5,0.8
premiuminrupees,0,2,1.0
decorlightingusa,0,1,1.0
icarkits,0,1,1.0
pcworld,0,2,1.0
3gorillas,0,1,1.0
softballjunk,0,2,1.0
toolprice,0,1,1.0
davidsbridal,2,40,0.95
lesscoelectronics,0,1,1.0
superpetexpo,0,1,1.0
mmogaccounts,0,1,1.0
nobbiesparties,0,3,1.0
newlyacquiredjordans,0,2,1.0
homeeseentialsbylarissa,0,1,1.0
vintagemoderndesign,0,1,1.0
flipclips,0,1,1.0
xtrainingequipment,0,1,1.0
jemcoutre,0,1,1.0
tazachocolate,0,1,1.0
lolasboutiquenyc,0,1,1.0
healmyskin,0,1,1.0
performancebikes,0,1,1.0
healthjourneys,0,2,1.0
gamaliel,0,1,1.0
surfapple,0,1,1.0
mrjims,0,5,1.0
lolomari,0,1,1.0
jameco,1,1,0.0
grandmasweetiepies,0,2,1.0
birdsnest,0,1,1.0
justourshoes,0,2,1.0
kidskonserve,0,1,1.0
1stinflowers,0,1,1.0
giftsdefine,0,1,1.0
stampinup,0,2,1.0
preseed,0,1,1.0
aldo,0,1,1.0
fengsushi,0,1,1.0
orbaudio,0,1,1.0
gmpartsdirect,0,2,1.0
shoparteffect,0,1,1.0
aldi,0,1,1.0
squeakersneakers,0,1,1.0
gunz,0,2,1.0
vitaminworld,0,5,1.0
mcny,0,1,1.0
lacma,0,1,1.0
versadeals,0,4,1.0
blendmount,1,4,0.75
dionissoap,0,1,1.0
allenbrothers,0,4,1.0
de,0,1,1.0
metaldetectors,0,1,1.0
hearstranch,0,1,1.0
costumes4less,0,6,1.0
discountgolfshoes,0,2,1.0
fauxwoodblinds,0,1,1.0
lampsgalore,0,1,1.0
extraspace,0,4,1.0
dr,0,1,1.0
chanel,0,5,1.0
territoryahead,0,11,1.0
brownsshoes,0,1,1.0
pearson,0,1,1.0
shoesthatloveyou,0,2,1.0
goodapples,0,2,1.0
hushpuppies,0,1,1.0
internettrains,0,1,1.0
merilline,0,1,1.0
sahalie,1,2,0.5
delightsville,0,1,1.0
doctorsplash,0,1,1.0
limogesjewelry,0,7,1.0
wipfandstock,0,1,1.0
ems,4,9,0.556
tribalectic,1,1,0.0
bhcosmetics,2,5,0.6
netmusicmakers,0,1,1.0
gearx,0,3,1.0
jessicasimpsoncollection,1,3,0.667
shopkick,0,4,1.0
takeflightapparel,0,1,1.0
worldtropicsgirls,0,1,1.0
hawaiianairlines,0,2,1.0
batterymart,0,1,1.0
revisioneyewear,0,1,1.0
messyfacedesigns,0,1,1.0
bevmo,2,6,0.667
skirtsports,0,1,1.0
bcliquorguys,0,1,1.0
razorgator,0,1,1.0
cutco,0,1,1.0
snowpeak,0,2,1.0
nikkivain,0,1,1.0
boeingstore,0,1,1.0
gametimezone,0,1,1.0
greetingsofgrace,0,1,1.0
godfathers,0,2,1.0
getcertify4less,0,1,1.0
jassepaintball,1,1,0.0
styleamerica,0,1,1.0
rogueamoeba,0,3,1.0
britishairways,0,5,1.0
surfride,0,2,1.0
bundlenyc,0,1,1.0
healthyhoundbakery,0,1,1.0
hiwired,0,1,1.0
joecorbi,0,2,1.0
bestbuyeyeglasses,1,4,0.75
vapeworld,0,2,1.0
slimgenics,0,1,1.0
7pipe,0,1,1.0
newjammies,0,1,1.0
fungamesandtoys,0,2,1.0
mvpautoparts,0,1,1.0
jmkdonains,0,1,1.0
fontaninis,0,1,1.0
dvdrental,0,1,1.0
fetchdog,0,3,1.0
iwin,1,1,0.0
ww,0,2,1.0
lopeztonight,0,1,1.0
todofut,1,1,0.0
bluemaxlighting,0,1,1.0
dmesupplygroup,0,2,1.0
centurynovelty,0,3,1.0
illpumpyouup,0,1,1.0
flatironexperts,0,2,1.0
ronayers,0,1,1.0
craftrugmills,0,1,1.0
renttherunway,1,6,0.833
djwarehouse,0,2,1.0
bns,0,2,1.0
sprayology,0,1,1.0
sigmabeauty,0,4,1.0
bluechipvacations,0,1,1.0
helloglasses,0,1,1.0
accessorygeeks,0,1,1.0
ehishop,0,1,1.0
emporium,0,1,1.0
duke85,0,2,1.0
nishiny,0,1,1.0
cadburygiftsdirect,0,1,1.0
koeze,1,1,0.0
embassysuites1,0,10,1.0
shopunitee,0,1,1.0
maniafragrance,0,1,1.0
zellers,0,2,1.0
doubledaybookclub,0,2,1.0
eightthirteen,0,1,1.0
bigpicturescrapbooking,0,2,1.0
babobotanicals,1,1,0.0
offbeatguides,0,1,1.0
predatorbdu,0,1,1.0
gowin,0,1,1.0
monstertoners,0,2,1.0
bowlingshirt,0,2,1.0
todaysponge,0,2,1.0
15ab7bqcoo79d018f95ajkm80c,0,2,1.0
deuxlux,0,1,1.0
courtyardcocoabeach,0,2,1.0
blackmilkclothing,0,1,1.0
thecandlemakersstore,0,1,1.0
furryrobo,0,1,1.0
bellaclub,0,1,1.0
heavytshirt,0,1,1.0
customizedgirl,1,4,0.75
genericpills4less,0,1,1.0
tiptopshop,0,1,1.0
petsbest,0,1,1.0
latenightleather,0,1,1.0
eligiblegreeks,0,1,1.0
thehipinfant,0,2,1.0
pomomusings,0,1,1.0
enasco,0,1,1.0
step2,0,4,1.0
silverliningsnewyork,0,3,1.0
expidea,0,1,1.0
krazyforpets,0,4,1.0
bergners,3,10,0.7
jcrew1,0,1,1.0
kreamz,0,1,1.0
yurbuds,0,2,1.0
excite,0,1,1.0
yogatoday,0,2,1.0
midwestapplianceparts,0,1,1.0
heavenlyswords,0,2,1.0
glamourkills,0,2,1.0
getdropbox,0,3,1.0
lonestarsteakhouse,1,2,0.5
apparelshowroom,0,2,1.0
birdsupplynh,0,2,1.0
alsfamilyfarms,0,1,1.0
verabradley,10,89,0.888
hobbyfob,0,1,1.0
silverspeck,0,4,1.0
mystarbucks,0,2,1.0
wineinsiders,1,5,0.8
arearuguniverse,0,3,1.0
isphotography,0,1,1.0
dsfirelink,0,1,1.0
gnc,6,32,0.813
libertyboardshop,0,1,1.0
eyesfacelips,0,1,1.0
goozex,0,2,1.0
15dollarstore,0,5,1.0
planettran,0,1,1.0
cyberpowerpc,2,9,0.778
smugmug,0,3,1.0
duckdown,0,1,1.0
glassesdirect,0,2,1.0
knitculture,0,1,1.0
timetospa,0,1,1.0
montri93,0,1,1.0
maakenterprises,0,2,1.0
zuluexpress,0,1,1.0
translationpoint,0,1,1.0
elighters,0,2,1.0
herbco,0,1,1.0
flowergirldressshop,0,2,1.0
garageflooringllc,0,1,1.0
snorgtees,0,3,1.0
lowpricedmarket,0,1,1.0
acinwaterboatshow,0,1,1.0
renovaonline,0,1,1.0
bagsandbowsonline,0,3,1.0
lunabee,0,2,1.0
kmpfurniture,0,1,1.0
oceanlaguna,0,1,1.0
movieposter,0,2,1.0
plateframesonline,0,1,1.0
relieforganics,0,1,1.0
seattlerep,0,1,1.0
uread,0,1,1.0
rutheckerdhall,0,1,1.0
frontrangeanglers,0,1,1.0
maggiematernity,0,1,1.0
intimates21,0,1,1.0
park2peak,0,2,1.0
oldpueblotraders,0,4,1.0
wafflehouse,0,1,1.0
swell,3,8,0.625
dennys,2,8,0.75
peacefulvalleygreetings,0,1,1.0
freeshopping,0,2,1.0
naturisimo,0,1,1.0
thinkgeek,15,24,0.375
larabar,0,1,1.0
patagonia,3,9,0.667
kirklands,3,19,0.842
eversave,0,1,1.0
footzyrolls,0,1,1.0
linksys,0,1,1.0
seevivier,0,3,1.0
trustware,0,1,1.0
thq,0,2,1.0
championenergy,0,2,1.0
vayama,0,2,1.0
longjohnsilvers,1,1,0.0
henryrepeating,0,2,1.0
canadianappliance,0,1,1.0
lootspot,0,1,1.0
77ink,0,1,1.0
velocitymicro,0,1,1.0
the,0,1,1.0
globalfrag,0,1,1.0
harney,0,3,1.0
ragingmoto,0,1,1.0
indigo,0,1,1.0
discdiresct,0,2,1.0
questrade,0,2,1.0
miracemunchkis,0,1,1.0
marketmerchants,0,2,1.0
searchwny,0,1,1.0
containerstore,6,21,0.714
photoplusexpo,0,2,1.0
copperlabel,0,1,1.0
simplybell,0,1,1.0
lubestop,0,2,1.0
healthyandactive,0,3,1.0
netzbiz,0,1,1.0
zinio,0,4,1.0
trinitysoftwaredistribution,0,1,1.0
fathersdaygifts2india,0,1,1.0
interweave,0,1,1.0
yamaha,0,1,1.0
funnystyler,0,1,1.0
majorsurplus,0,2,1.0
wicomicorecandparks,0,1,1.0
izbori,0,1,1.0
yoyo,0,2,1.0
emitations,0,1,1.0
visualrealmstores,0,2,1.0
renfestival,3,4,0.25
ashleystewart,4,11,0.636
forwardit,0,1,1.0
littlebigstationery,0,1,1.0
myswimbaby,0,1,1.0
capz,0,1,1.0
argonauts,0,2,1.0
eternalsnow,0,2,1.0
focalgadgets,0,2,1.0
mikasa,0,1,1.0
flyff,0,2,1.0
manhattanperfumes,0,1,1.0
mycokerewards,0,5,1.0
thepartsbin,0,2,1.0
townshoes,0,1,1.0
monstersupplements,0,1,1.0
jetsobox,0,1,1.0
mervyns,0,1,1.0
grizzly,0,2,1.0
moosejaw,4,18,0.778
palazzolasvegas,0,3,1.0
xbox,5,15,0.667
kellysrunningwarehouse,2,5,0.6
dvdavenue,2,3,0.333
msconvery,0,1,1.0
quienfalto,0,1,1.0
ebonichair,0,1,1.0
goneforarun,0,1,1.0
letsdancedjs,0,1,1.0
hardrockhotel,0,3,1.0
gorgeouslygreen,0,1,1.0
sendaball,0,1,1.0
aleralash,0,1,1.0
artisanalcheese,0,1,1.0
webs,0,1,1.0
monpetitenfant,0,1,1.0
forplaycatalog,0,2,1.0
makesparties,0,1,1.0
albeebaby,0,16,1.0
rapidrar,1,1,0.0
clickinks,0,3,1.0
robeez,0,5,1.0
harrietcarter,1,5,0.8
experian,1,3,0.667
anytimefitness,0,2,1.0
preciousmoments,0,1,1.0
feelingbold,0,1,1.0
seedbox,0,2,1.0
modbeclothing,1,1,0.0
tunecore,0,1,1.0
mompack,0,1,1.0
deseretbook,2,4,0.5
inksmartshopping,0,1,1.0
securebaby,0,2,1.0
skyviewwine,0,1,1.0
leathersandals,0,1,1.0
bsueboutiques,0,1,1.0
knockknock,0,1,1.0
jaqua,0,1,1.0
ariva,0,1,1.0
knocksteady,0,1,1.0
myflavia,2,5,0.6
neostrata,0,1,1.0
indystar,0,2,1.0
zicam,0,1,1.0
ilead,0,7,1.0
mp4toaviconverter,0,1,1.0
learningresource,0,1,1.0
epidren,0,1,1.0
purpletrail,0,1,1.0
nicolemariefashion,0,1,1.0
gemdreamz,0,1,1.0
goincase,2,6,0.667
giftdistrict,0,1,1.0
greenloop,0,1,1.0
tartecosmetics,0,5,1.0
csunavigators,0,1,1.0
dooneyandbourke,0,1,1.0
discovercard,0,5,1.0
familylabels,1,2,0.5
grharley,0,1,1.0
runningroom,0,2,1.0
freegaminggear,0,1,1.0
etienneaigner,0,1,1.0
vbarrack,1,1,0.0
gameservers,1,5,0.8
sleepyheads,0,2,1.0
textbooksx,0,1,1.0
guruu,0,1,1.0
ustoreit,0,2,1.0
megamacs,0,1,1.0
gettotallyrad,0,1,1.0
mrsprindables,1,1,0.0
eurolingua,0,1,1.0
wag,0,10,1.0
kustosija,0,1,1.0
velocityartanddesign,0,1,1.0
lovebubble,0,1,1.0
goldfinity,0,1,1.0
ubishop,0,1,1.0
bedlounge,0,2,1.0
stickernerd,0,2,1.0
macheist,0,1,1.0
cheapcaribbean,0,8,1.0
nstylemom,0,1,1.0
northskull,1,1,0.0
marcospecialties,0,2,1.0
budgetplaces,0,1,1.0
dadshop,0,1,1.0
halloweentownboston,0,1,1.0
naaptol,0,1,1.0
funnyforlessmoney,0,1,1.0
coloradopen,0,1,1.0
carouselchecks,3,4,0.25
ssense,0,5,1.0
converse,14,25,0.44
wetzels,0,1,1.0
1800contacts,5,30,0.833
freelancer,0,2,1.0
whitehouseblackmarket,8,27,0.704
makemeheal,0,1,1.0
dead,0,1,1.0
thesoyscentsational,0,1,1.0
prompartydress,0,2,1.0
missguided,0,1,1.0
larosas,0,1,1.0
wallwords,0,1,1.0
rejuvenation,1,2,0.5
braves,0,2,1.0
sportbiketrackgear,0,1,1.0
cellularfactory,0,3,1.0
babyandmeboutique,0,1,1.0
designaglow,0,1,1.0
generic4all,0,1,1.0
villatrumpy,0,1,1.0
pollypocket,0,1,1.0
webprint,0,1,1.0
mtc,0,1,1.0
ineedhits,0,1,1.0
themify,0,1,1.0
carpartswholesale,2,9,0.778
kissboot,0,1,1.0
athlonsports,1,1,0.0
iycatacombs,0,2,1.0
bernardsville,0,1,1.0
korg,0,1,1.0
imvu,0,1,1.0
bugroom,0,1,1.0
crystalcleandrinkingwater,0,1,1.0
grubhub,8,43,0.814
kryptonbulbs,0,2,1.0
janzoon,0,1,1.0
marketday,1,4,0.75
astrogaming,0,1,1.0
ecrater,1,1,0.0
motodeluxe,0,2,1.0
icmiamihotel,0,1,1.0
shermanshoes,0,1,1.0
armarkat,1,1,0.0
materiel,0,1,1.0
nabiscoworld,2,3,0.333
speechnutrients,0,1,1.0
sphproductions,0,3,1.0
happytiffin,0,1,1.0
prizerebel,1,4,0.75
seattleartmuseum,0,1,1.0
dnlphoto,0,2,1.0
ppepets,1,1,0.0
bestdressedchild,0,2,1.0
1worldsarongs,0,1,1.0
officedesigns,0,1,1.0
motichoor,0,2,1.0
mymmms,0,1,1.0
naturesplus,1,1,0.0
mindmotivations,0,2,1.0
mixbook,0,3,1.0
aeroflot,0,1,1.0
yourspecialdiamond,0,1,1.0
ecoupons,0,2,1.0
jennieo,0,1,1.0
happymother,0,1,1.0
nethbc,0,1,1.0
naturalpetfooddeliverygreenville,0,1,1.0
poishi,0,1,1.0
all4cellular,0,3,1.0
bigshoebazaar,0,2,1.0
shiekhshoes,1,5,0.8
hookedontronics,0,2,1.0
southernstates,0,1,1.0
bananahobby,0,6,1.0
tayloredexpressions,0,1,1.0
intelliware,0,1,1.0
kittyandthegirls,0,1,1.0
allergybuyersclub,0,1,1.0
warehousestationery,0,5,1.0
lifegearcompany,0,2,1.0
greenwrapz,0,1,1.0
bodyjewelryfactory,0,1,1.0
madloveny,0,1,1.0
lhboutique,0,1,1.0
brueggers,0,1,1.0
techshell,0,2,1.0
virginmobileusa,8,37,0.784
madewell,1,7,0.857
efavormart,0,5,1.0
vanguardmil,0,1,1.0
qualitymobilevideo,0,3,1.0
katybeh,0,1,1.0
global,0,1,1.0
cousinclaudin,0,2,1.0
bcsports,0,1,1.0
mybelvedere,0,3,1.0
utilityboardsupply,0,1,1.0
merriartist,0,1,1.0
manadolu,0,1,1.0
layers,0,1,1.0
chocosphere,0,2,1.0
pedshoes,0,1,1.0
zone,0,1,1.0
fanandmore,0,1,1.0
jewelsbymichele,0,1,1.0
coupondivas,0,1,1.0
myundergroundstyle,0,1,1.0
hipchicksboutique,0,1,1.0
herbologybeauty,0,1,1.0
pgharts,0,1,1.0
moultriefeeders,0,2,1.0
lababycouture,0,1,1.0
baskinrobbins,2,12,0.833
lushusa,0,2,1.0
displays2go,0,1,1.0
lepoissonrouge,0,1,1.0
southwest,10,108,0.907
fsasonline,0,1,1.0
everythingis20dollars,0,1,1.0
excalibur,1,4,0.75
optionshouse,0,1,1.0
horselayingsystem,0,1,1.0
t35,0,2,1.0
603hepasilentairpurifica,0,2,1.0
charlotteryerson,0,1,1.0
nortlander,0,1,1.0
dtcwarranty,0,1,1.0
scudopro,0,2,1.0
vegas,2,3,0.333
theycatalog,0,1,1.0
coconutisland,0,1,1.0
gotonames,0,2,1.0
naturalhealthorganics,0,1,1.0
airsoftatlanta,0,4,1.0
greatchandeliers,0,1,1.0
aurigny,0,1,1.0
parkridefly,0,1,1.0
moviefone,0,1,1.0
mycroburst,0,1,1.0
forlessthan10,0,1,1.0
gooptic,0,1,1.0
macdonaldhotels,0,1,1.0
bestdressedkids,0,2,1.0
harrygear,0,2,1.0
keenfootwear,0,4,1.0
awesomefootdom,0,1,1.0
sportsnutshop,0,1,1.0
blushbeautystore,0,2,1.0
ukcheapsupplements,0,1,1.0
logobanana,0,1,1.0
campusspecial,1,4,0.75
sterlingtek,0,1,1.0
bostonpizza,0,1,1.0
temptu,0,1,1.0
amatteroffax,0,1,1.0
lunchcity,0,2,1.0
driversed,1,2,0.5
discover,0,1,1.0
kortingscode,0,1,1.0
simplyknobsandpulls,0,2,1.0
thestatesman,0,1,1.0
hfpracing,0,1,1.0
gabefashion,0,1,1.0
zipzoomfly,0,2,1.0
nostalgicimpressions,0,1,1.0
cheapairmax2011,0,1,1.0
eyeontheballimages,0,1,1.0
jooglerjuice,1,2,0.5
haburi,0,2,1.0
pinstripesandpolkadots,1,3,0.667
naturallyhealthconcepts,0,1,1.0
11x17,0,1,1.0
emousy,0,1,1.0
deramores,0,1,1.0
tokyoflash,0,2,1.0
everythingbutwater,0,1,1.0
powermusic,0,2,1.0
wowacademy,0,1,1.0
westsidewholesale,1,1,0.0
loveland365,0,2,1.0
crazydogtshirts,1,3,0.667
bestnest,0,1,1.0
bartswatersports,0,3,1.0
designerstoneoutlet,0,2,1.0
listbase,0,1,1.0
dance4less,0,3,1.0
ww8,0,1,1.0
gorillapaper,1,1,0.0
fighterwarehouse,0,1,1.0
firstaidsuppliesonline,0,1,1.0
burgerkingrestaurants,0,1,1.0
redskins,0,3,1.0
uggbootsmadeinaustralia,0,1,1.0
buygmpartsworldwide,0,2,1.0
dailyflats,0,1,1.0
